Unnamed: 0,breed,image_path,annotation_path,xmin,ymin,xmax,ymax
2704,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2476.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2476,0,0,439,339
2705,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2478.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2478,124,52,590,400
2706,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2498.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2498,17,8,438,498
2707,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2542.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2542,18,11,474,407
2708,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_256.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_256,72,55,359,300
2709,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2574.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2574,29,18,224,185
2710,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2596.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2596,13,15,299,299
2711,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2684.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2684,2,47,184,250
2712,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_269.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_269,18,64,163,165
2713,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2728.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2728,0,8,306,461
2714,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2753.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2753,0,0,194,176
2715,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2794.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2794,0,32,189,197
2716,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2801.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2801,0,78,548,454
2717,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2829.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2829,146,7,442,373
2718,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2841.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2841,59,51,327,247
2719,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2903.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2903,23,22,187,286
2720,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2921.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2921,6,7,247,239
2721,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2934.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2934,4,0,349,268
2722,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2935.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2935,131,43,430,373
2723,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2957.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2957,49,39,503,417
2724,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_2962.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_2962,50,22,256,223
2725,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_302.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_302,14,23,221,207
2726,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3038.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3038,20,22,210,269
2727,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3051.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3051,10,20,379,325
2728,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3078.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3078,1,29,144,222
2729,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3081.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3081,67,21,272,189
2730,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3088.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3088,10,6,391,330
2731,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3134.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3134,32,7,183,286
2732,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_314.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_314,2,6,283,238
2733,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3182.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3182,69,51,251,453
2734,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3183.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3183,4,20,442,358
2735,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3188.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3188,22,18,248,349
2736,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3191.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3191,68,26,312,365
2737,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3196.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3196,0,0,443,374
2738,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_324.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_324,8,11,214,198
2739,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3340.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3340,78,91,174,228
2740,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3355.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3355,0,10,229,245
2741,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3412.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3412,139,0,505,448
2742,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3419.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3419,0,15,153,179
2743,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3440.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3440,0,45,194,292
2744,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3443.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3443,74,153,276,478
2745,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_351.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_351,11,13,282,226
2746,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_353.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_353,26,14,210,387
2747,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3532.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3532,0,22,123,179
2748,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3543.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3543,0,2,189,256
2749,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3613.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3613,22,42,269,234
2750,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3615.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3615,0,6,184,142
2751,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3648.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3648,0,13,249,339
2752,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3652.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3652,128,150,600,448
2753,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3681.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3681,110,60,317,263
2754,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3759.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3759,50,86,373,498
2755,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_376.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_376,4,21,380,423
2756,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3760.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3760,0,20,335,425
2757,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3807.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3807,9,8,187,252
2758,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3810.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3810,86,56,214,240
2759,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3821.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3821,58,8,157,220
2760,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3869.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3869,169,0,420,336
2761,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3893.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3893,0,4,329,350
2762,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3914.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3914,103,82,334,373
2763,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3923.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3923,31,37,250,226
2764,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_393.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_393,24,46,391,373
2765,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_3932.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_3932,62,64,285,445
2766,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4,159,38,364,383
2767,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4024.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4024,154,0,263,208
2768,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_404.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_404,143,17,299,211
2769,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4065.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4065,146,94,287,332
2770,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4098.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4098,93,20,373,374
2771,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4140.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4140,24,23,348,496
2772,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4186.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4186,16,0,358,210
2773,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4312.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4312,27,11,273,216
2774,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4331.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4331,144,20,302,347
2775,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4362.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4362,58,47,266,176
2776,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4422.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4422,0,23,187,143
2777,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4441.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4441,55,12,234,191
2778,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_445.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_445,2,44,166,356
2779,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4466.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4466,18,9,99,114
2780,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4497.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4497,34,25,267,332
2781,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_45.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_45,6,70,348,398
2782,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4508.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4508,0,5,325,498
2783,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_4544.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_4544,0,50,306,410
2784,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_456.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_456,5,68,388,336
2785,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_461.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_461,68,13,273,271
2786,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_464.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_464,2,21,455,242
2787,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_465.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_465,11,5,392,326
2788,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_482.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_482,62,54,304,279
2789,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_502.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_502,37,75,317,465
2790,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_52.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_52,6,10,246,198
2791,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_641.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_641,16,14,347,349
2792,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_663.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_663,76,52,297,225
2793,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_682.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_682,0,1,277,209
2794,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_695.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_695,38,6,201,244
2795,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_715.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_715,138,37,401,383
2796,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_727.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_727,23,26,479,341
2797,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_779.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_779,37,27,365,421
2798,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_782.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_782,0,45,372,213
2799,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_80.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_80,48,40,211,263
2800,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_825.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_825,11,30,311,270
2801,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_877.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_877,50,17,459,412
2802,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_901.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_901,3,3,283,231
2803,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_933.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_933,49,66,299,256
2804,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_944.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_944,6,6,381,337
2805,black-and-tan-coonhound,images/Images/n02089078-black-and-tan_coonhound/n02089078_965.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089078-black-and-tan_coonhound/n02089078_965,63,2,227,453
2806,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1029.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1029,3,17,268,304
2807,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1048.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1048,9,5,491,434
2808,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1062.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1062,98,37,482,350
2809,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1079.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1079,6,65,370,374
2810,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1082.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1082,46,55,166,284
2811,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1105.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1105,117,43,388,373
2812,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1133.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1133,182,134,279,335
2813,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1208.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1208,4,25,267,270
2814,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1212.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1212,0,11,497,386
2815,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1225.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1225,24,11,170,243
2816,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1240.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1240,17,12,529,266
2817,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1243.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1243,0,55,267,328
2818,walker-hound,images/Images/n02089867-Walker_hound/n02089867_126.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_126,8,46,322,370
2819,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1295.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1295,73,56,499,374
2820,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1310.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1310,0,13,288,218
2821,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1345.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1345,11,9,189,226
2822,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1352.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1352,1,140,331,498
2823,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1368.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1368,60,25,360,290
2824,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1381.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1381,130,64,350,366
2825,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1412.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1412,172,93,716,474
2826,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1416.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1416,12,158,1006,689
2827,walker-hound,images/Images/n02089867-Walker_hound/n02089867_142.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_142,33,39,128,257
2828,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1430.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1430,67,78,464,330
2829,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1438.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1438,107,38,287,430
2830,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1439.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1439,182,72,583,478
2831,walker-hound,images/Images/n02089867-Walker_hound/n02089867_145.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_145,78,45,399,299
2832,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1452.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1452,17,14,265,365
2833,walker-hound,images/Images/n02089867-Walker_hound/n02089867_146.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_146,0,69,318,189
2834,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1471.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1471,1,9,273,252
2835,walker-hound,images/Images/n02089867-Walker_hound/n02089867_148.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_148,42,13,129,194
2836,walker-hound,images/Images/n02089867-Walker_hound/n02089867_149.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_149,12,12,156,301
2837,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1504.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1504,2,14,260,239
2838,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1546.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1546,0,5,400,374
2839,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1599.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1599,81,108,316,387
2840,walker-hound,images/Images/n02089867-Walker_hound/n02089867_1620.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02089867-Walker_hound/n02089867_1620,70,95,540,472
