,breed,image_path,annotation_path,xmin,ymin,xmax,ymax
1875,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_5939.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_5939,109,179,303,490
1876,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_60.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_60,12,57,373,498
1877,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6035.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6035,0,30,393,498
1878,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6241.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6241,0,1,398,498
1879,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6372.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6372,348,124,483,264
1880,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6430.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6430,117,107,278,445
1881,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6485.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6485,96,61,331,375
1882,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_649.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_649,57,34,400,332
1883,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6493.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6493,33,77,190,291
1884,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_6690.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_6690,23,48,312,481
1885,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_688.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_688,196,55,355,341
1886,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7106.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7106,68,63,398,457
1887,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_713.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_713,106,40,382,333
1888,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7131.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7131,28,72,180,357
1889,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7146.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7146,78,26,477,410
1890,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7229.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7229,14,182,240,360
1891,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7260.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7260,77,83,241,365
1892,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_732.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_732,0,12,485,388
1893,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7636.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7636,121,79,216,319
1894,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7683.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7683,83,13,394,461
1895,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_7894.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_7894,91,45,415,337
1896,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_791.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_791,17,11,353,483
1897,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8063.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8063,332,69,849,771
1898,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8290.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8290,331,199,467,341
1899,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8315.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8315,211,136,444,412
1900,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8362.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8362,38,13,435,366
1901,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8465.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8465,91,76,370,320
1902,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8631.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8631,104,84,490,420
1903,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8682.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8682,174,222,364,466
1904,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_875.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_875,129,184,351,388
1905,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_8764.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_8764,107,190,291,396
1906,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_890.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_890,50,52,331,498
1907,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_899.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_899,0,152,427,338
1908,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_907.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_907,23,16,352,498
1909,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_908.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_908,32,23,385,460
1910,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_913.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_913,43,135,222,450
1911,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_9197.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_9197,63,160,362,477
1912,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_9220.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_9220,228,137,483,482
1913,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_9229.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_9229,149,207,331,463
1914,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_93.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_93,281,224,413,456
1915,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_9523.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_9523,204,124,300,321
1916,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_980.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_980,229,48,440,303
1917,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_986.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_986,1,35,225,498
1918,afghan-hound,images/Images/n02088094-Afghan_hound/n02088094_988.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088094-Afghan_hound/n02088094_988,52,30,236,316
1919,basset,images/Images/n02088238-basset/n02088238_10005.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10005,2,81,244,239
1920,basset,images/Images/n02088238-basset/n02088238_10013.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10013,287,21,449,248
1921,basset,images/Images/n02088238-basset/n02088238_10028.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10028,266,22,446,354
1922,basset,images/Images/n02088238-basset/n02088238_10049.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10049,48,57,499,357
1923,basset,images/Images/n02088238-basset/n02088238_10051.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10051,215,117,449,310
1924,basset,images/Images/n02088238-basset/n02088238_10054.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10054,120,153,352,338
1925,basset,images/Images/n02088238-basset/n02088238_10063.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10063,139,87,498,373
1926,basset,images/Images/n02088238-basset/n02088238_10072.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10072,0,0,401,331
1927,basset,images/Images/n02088238-basset/n02088238_10095.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10095,162,18,385,280
1928,basset,images/Images/n02088238-basset/n02088238_10102.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10102,0,0,373,471
1929,basset,images/Images/n02088238-basset/n02088238_10106.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10106,135,118,338,466
1930,basset,images/Images/n02088238-basset/n02088238_10110.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10110,0,20,203,238
1931,basset,images/Images/n02088238-basset/n02088238_10113.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10113,1,126,392,498
1932,basset,images/Images/n02088238-basset/n02088238_10129.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10129,77,42,439,282
1933,basset,images/Images/n02088238-basset/n02088238_10140.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10140,172,139,401,287
1934,basset,images/Images/n02088238-basset/n02088238_10142.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10142,128,91,354,289
1935,basset,images/Images/n02088238-basset/n02088238_10183.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10183,0,67,375,364
1936,basset,images/Images/n02088238-basset/n02088238_10245.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10245,0,99,366,374
1937,basset,images/Images/n02088238-basset/n02088238_10288.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10288,73,165,248,443
1938,basset,images/Images/n02088238-basset/n02088238_10338.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10338,242,0,497,357
1939,basset,images/Images/n02088238-basset/n02088238_10358.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10358,83,25,367,269
1940,basset,images/Images/n02088238-basset/n02088238_10451.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10451,0,28,241,229
1941,basset,images/Images/n02088238-basset/n02088238_10473.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10473,0,28,377,292
1942,basset,images/Images/n02088238-basset/n02088238_10510.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10510,32,63,279,232
1943,basset,images/Images/n02088238-basset/n02088238_10592.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10592,98,140,321,378
1944,basset,images/Images/n02088238-basset/n02088238_10682.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10682,183,0,448,306
1945,basset,images/Images/n02088238-basset/n02088238_10741.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10741,0,61,371,308
1946,basset,images/Images/n02088238-basset/n02088238_10753.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10753,21,115,401,403
1947,basset,images/Images/n02088238-basset/n02088238_10757.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10757,116,50,412,276
1948,basset,images/Images/n02088238-basset/n02088238_10870.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10870,0,57,275,208
1949,basset,images/Images/n02088238-basset/n02088238_10932.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_10932,89,90,395,299
1950,basset,images/Images/n02088238-basset/n02088238_11113.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11113,60,66,498,460
1951,basset,images/Images/n02088238-basset/n02088238_11124.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11124,0,53,361,331
1952,basset,images/Images/n02088238-basset/n02088238_11136.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11136,14,7,498,371
1953,basset,images/Images/n02088238-basset/n02088238_11148.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11148,110,68,409,265
1954,basset,images/Images/n02088238-basset/n02088238_11200.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11200,132,1,498,373
1955,basset,images/Images/n02088238-basset/n02088238_11204.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11204,12,92,448,334
1956,basset,images/Images/n02088238-basset/n02088238_11223.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11223,1,9,277,392
1957,basset,images/Images/n02088238-basset/n02088238_11281.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11281,111,7,336,167
1958,basset,images/Images/n02088238-basset/n02088238_11318.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11318,0,89,384,374
1959,basset,images/Images/n02088238-basset/n02088238_11339.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11339,191,66,495,369
1960,basset,images/Images/n02088238-basset/n02088238_11383.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11383,48,28,424,374
1961,basset,images/Images/n02088238-basset/n02088238_11393.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11393,34,148,302,338
1962,basset,images/Images/n02088238-basset/n02088238_11505.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11505,1,0,478,331
1963,basset,images/Images/n02088238-basset/n02088238_11511.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11511,0,34,418,331
1964,basset,images/Images/n02088238-basset/n02088238_11522.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11522,163,67,498,275
1965,basset,images/Images/n02088238-basset/n02088238_11542.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11542,105,86,369,360
1966,basset,images/Images/n02088238-basset/n02088238_11635.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11635,126,144,213,267
1967,basset,images/Images/n02088238-basset/n02088238_11846.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11846,31,35,406,315
1968,basset,images/Images/n02088238-basset/n02088238_11849.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11849,25,28,393,497
1969,basset,images/Images/n02088238-basset/n02088238_11917.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_11917,131,30,389,373
1970,basset,images/Images/n02088238-basset/n02088238_12160.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12160,202,71,362,299
1971,basset,images/Images/n02088238-basset/n02088238_12196.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12196,118,22,413,463
1972,basset,images/Images/n02088238-basset/n02088238_12293.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12293,221,22,448,312
1973,basset,images/Images/n02088238-basset/n02088238_12427.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12427,83,0,499,397
1974,basset,images/Images/n02088238-basset/n02088238_12469.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12469,157,88,272,217
1975,basset,images/Images/n02088238-basset/n02088238_12555.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12555,41,76,331,486
1976,basset,images/Images/n02088238-basset/n02088238_12563.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12563,18,95,385,298
1977,basset,images/Images/n02088238-basset/n02088238_1261.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_1261,35,37,436,447
1978,basset,images/Images/n02088238-basset/n02088238_12710.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12710,161,66,398,327
1979,basset,images/Images/n02088238-basset/n02088238_12966.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12966,50,26,499,386
1980,basset,images/Images/n02088238-basset/n02088238_12974.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12974,281,133,434,279
1981,basset,images/Images/n02088238-basset/n02088238_12997.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_12997,131,123,414,323
1982,basset,images/Images/n02088238-basset/n02088238_13036.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13036,36,60,476,320
1983,basset,images/Images/n02088238-basset/n02088238_13079.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13079,92,80,336,374
1984,basset,images/Images/n02088238-basset/n02088238_13199.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13199,25,60,428,625
1985,basset,images/Images/n02088238-basset/n02088238_13222.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13222,176,0,360,262
1986,basset,images/Images/n02088238-basset/n02088238_13373.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13373,63,93,336,453
1987,basset,images/Images/n02088238-basset/n02088238_13439.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13439,101,21,395,498
1988,basset,images/Images/n02088238-basset/n02088238_13608.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13608,111,29,487,197
1989,basset,images/Images/n02088238-basset/n02088238_13683.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13683,72,31,480,360
1990,basset,images/Images/n02088238-basset/n02088238_13709.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13709,19,88,434,323
1991,basset,images/Images/n02088238-basset/n02088238_13720.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13720,112,34,469,373
1992,basset,images/Images/n02088238-basset/n02088238_13799.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13799,44,61,403,358
1993,basset,images/Images/n02088238-basset/n02088238_13847.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13847,213,74,499,319
1994,basset,images/Images/n02088238-basset/n02088238_13908.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_13908,7,67,275,434
1995,basset,images/Images/n02088238-basset/n02088238_1454.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_1454,80,50,434,497
1996,basset,images/Images/n02088238-basset/n02088238_1731.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_1731,1,2,397,322
1997,basset,images/Images/n02088238-basset/n02088238_1944.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_1944,1,21,305,292
1998,basset,images/Images/n02088238-basset/n02088238_2009.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2009,57,36,453,495
1999,basset,images/Images/n02088238-basset/n02088238_2217.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2217,80,33,231,215
2000,basset,images/Images/n02088238-basset/n02088238_2574.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2574,192,83,499,265
2001,basset,images/Images/n02088238-basset/n02088238_2646.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2646,105,43,388,279
2002,basset,images/Images/n02088238-basset/n02088238_2674.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2674,0,28,459,383
2003,basset,images/Images/n02088238-basset/n02088238_2686.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2686,1,81,362,498
2004,basset,images/Images/n02088238-basset/n02088238_2822.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2822,192,96,356,315
2005,basset,images/Images/n02088238-basset/n02088238_2879.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_2879,203,72,452,358
2006,basset,images/Images/n02088238-basset/n02088238_305.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_305,90,139,255,244
2007,basset,images/Images/n02088238-basset/n02088238_3066.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_3066,10,24,330,346
2008,basset,images/Images/n02088238-basset/n02088238_3079.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_3079,221,186,353,293
2009,basset,images/Images/n02088238-basset/n02088238_3359.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_3359,213,173,330,327
2010,basset,images/Images/n02088238-basset/n02088238_3475.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_3475,19,46,499,374
2011,basset,images/Images/n02088238-basset/n02088238_3579.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_3579,95,0,389,332
2012,basset,images/Images/n02088238-basset/n02088238_363.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_363,128,0,444,370
2013,basset,images/Images/n02088238-basset/n02088238_3778.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_3778,1,0,390,275
2014,basset,images/Images/n02088238-basset/n02088238_4182.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_4182,165,3,485,321
2015,basset,images/Images/n02088238-basset/n02088238_4365.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_4365,0,15,498,349
2016,basset,images/Images/n02088238-basset/n02088238_4374.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_4374,0,51,419,374
2017,basset,images/Images/n02088238-basset/n02088238_490.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_490,62,77,296,285
2018,basset,images/Images/n02088238-basset/n02088238_517.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_517,197,0,490,266
2019,basset,images/Images/n02088238-basset/n02088238_5239.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_5239,0,24,411,369
2020,basset,images/Images/n02088238-basset/n02088238_5441.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_5441,5,129,208,333
2021,basset,images/Images/n02088238-basset/n02088238_600.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_600,125,65,349,380
2022,basset,images/Images/n02088238-basset/n02088238_6012.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6012,192,94,405,234
2023,basset,images/Images/n02088238-basset/n02088238_6017.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6017,0,39,499,331
2024,basset,images/Images/n02088238-basset/n02088238_6035.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6035,0,0,499,320
2025,basset,images/Images/n02088238-basset/n02088238_6161.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6161,1,53,282,212
2026,basset,images/Images/n02088238-basset/n02088238_6532.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6532,1,6,476,498
2027,basset,images/Images/n02088238-basset/n02088238_657.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_657,17,14,304,450
2028,basset,images/Images/n02088238-basset/n02088238_658.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_658,1,30,360,493
2029,basset,images/Images/n02088238-basset/n02088238_6621.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6621,15,36,327,460
2030,basset,images/Images/n02088238-basset/n02088238_664.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_664,134,74,330,282
2031,basset,images/Images/n02088238-basset/n02088238_665.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_665,183,101,331,373
2032,basset,images/Images/n02088238-basset/n02088238_6707.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6707,13,9,179,233
2033,basset,images/Images/n02088238-basset/n02088238_6708.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6708,16,24,350,318
2034,basset,images/Images/n02088238-basset/n02088238_6812.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6812,6,4,477,357
2035,basset,images/Images/n02088238-basset/n02088238_6988.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_6988,209,84,327,214
2036,basset,images/Images/n02088238-basset/n02088238_7131.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7131,91,24,237,220
2037,basset,images/Images/n02088238-basset/n02088238_7181.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7181,280,121,440,372
2038,basset,images/Images/n02088238-basset/n02088238_7232.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7232,100,90,396,297
2039,basset,images/Images/n02088238-basset/n02088238_7233.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7233,2,51,211,333
2040,basset,images/Images/n02088238-basset/n02088238_7487.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7487,295,54,499,323
2041,basset,images/Images/n02088238-basset/n02088238_7553.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7553,172,34,349,337
2042,basset,images/Images/n02088238-basset/n02088238_7718.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7718,115,145,258,297
2043,basset,images/Images/n02088238-basset/n02088238_7741.jpg,../input/stanford-dogs-dataset/annotations/Annotation/n02088238-basset/n02088238_7741,96,73,451,332
